model,dataset,chunk_size,condition,question,answer,ground_truth,faithfulness_score,is_hallucination,latency_s
llama3,squad,256,baseline,Which NFL team represented the AFC at Super Bowl 50?,"According to the provided context, I can answer that the NFL team that represented the AFC at Super Bowl 50 is not explicitly mentioned. However, it is mentioned that they joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl. Therefore, my answer would be:

I cannot find this information in the provided context.",Denver Broncos,0.5428,False,11.65
llama3,squad,256,baseline,Which NFL team represented the NFC at Super Bowl 50?,I cannot find this information in the provided context.,Carolina Panthers,0.5531,False,1.39
llama3,squad,256,baseline,Where did Super Bowl 50 take place?,"I can find this information in the provided context! According to the text, I cannot determine where Super Bowl 50 took place because it is referred to as ""Super Bowl 50"" instead of ""Super Bowl L"". However, since it's mentioned that it's the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, I can infer that Super Bowl 50 likely took place in the San Francisco Bay Area.","Santa Clara, California",0.5667,False,8.69
llama3,squad,256,baseline,Which NFL team won Super Bowl 50?,I cannot find this information in the provided context.,Denver Broncos,0.5531,False,1.0
llama3,squad,256,baseline,What color was used to emphasize the 50th anniversary of the Super Bowl?,"Gold. The league emphasized the ""golden anniversary"" with various gold-themed initiatives.",gold,0.8495,False,1.66
llama3,squad,256,baseline,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,1.01
llama3,squad,256,baseline,What day was the game played on?,"The answer is: February 7, 2016.","February 7, 2016",0.8019,False,1.37
llama3,squad,256,baseline,What is the AFC short for?,The AFC is short for American Football Conference.,American Football Conference,0.9301,False,1.12
llama3,squad,256,baseline,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,1.02
llama3,squad,256,baseline,What does AFC stand for?,The answer is: American Football Conference.,American Football Conference,0.754,False,1.06
llama3,squad,256,baseline,What day was the Super Bowl played on?,I cannot find this information in the provided context.,"February 7, 2016",0.5531,False,1.27
llama3,squad,256,baseline,Who won Super Bowl 50?,"The answer is not explicitly stated in the provided context. However, we can infer that the Denver Broncos won Super Bowl 50 because it was mentioned as part of the NFL champion for the 2015 season.",Denver Broncos,0.6395,False,2.59
llama3,squad,256,baseline,What venue did Super Bowl 50 take place in?,"According to the provided context, Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",Levi's Stadium,0.964,False,1.87
llama3,squad,256,baseline,What city did Super Bowl 50 take place in?,"I can answer that! According to the provided context, it does not specify the exact city where Super Bowl 50 took place. However, it is mentioned that it was held in the San Francisco Bay Area for the first time since Super Bowl XIX in 1985, and the last time a Super Bowl was held in California was in San Diego in 2003. Therefore, I cannot find this information in the provided context.",Santa Clara,0.4732,True,4.79
llama3,squad,256,baseline,"If Roman numerals were used, what would Super Bowl 50 have been called?",I cannot find this information in the provided context.,Super Bowl L,0.5531,False,1.29
