dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
squad,0.3,baseline,How old was Newton during Super Bowl 50?,26,0.5676,False,False,-1.0
squad,0.3,hcpc_v1,How old was Newton during Super Bowl 50?,26,0.5676,False,False,-1.0
squad,0.3,ccs_gate,How old was Newton during Super Bowl 50?,26,0.5676,False,False,0.5484
squad,0.3,baseline,Who won Super Bowl 50?,Denver Broncos,0.9247,False,False,-1.0
squad,0.3,hcpc_v1,Who won Super Bowl 50?,Denver Broncos,0.6045,False,False,-1.0
squad,0.3,ccs_gate,Who won Super Bowl 50?,Denver Broncos,0.9247,False,False,0.5701
squad,0.3,baseline,Who exclusively broadcast the game in Spanish after reaching an agreement with the NFL and CBS?,ESPN Deportes,0.6985,False,False,-1.0
squad,0.3,hcpc_v1,Who exclusively broadcast the game in Spanish after reaching an agreement with the NFL and CBS?,ESPN Deportes,0.6985,False,False,-1.0
squad,0.3,ccs_gate,Who exclusively broadcast the game in Spanish after reaching an agreement with the NFL and CBS?,ESPN Deportes,0.6985,False,False,0.4766
squad,0.3,baseline,Who had the best record in the NFC?,Carolina Panthers,0.7102,False,False,-1.0
squad,0.3,hcpc_v1,Who had the best record in the NFC?,Carolina Panthers,0.4529,True,False,-1.0
squad,0.3,ccs_gate,Who had the best record in the NFC?,Carolina Panthers,0.7102,False,False,0.6462
squad,0.3,baseline,Who did the National Anthem at Super Bowl 50?,Lady Gaga,0.7627,False,False,-1.0
squad,0.3,hcpc_v1,Who did the National Anthem at Super Bowl 50?,Lady Gaga,0.7642,False,False,-1.0
squad,0.3,ccs_gate,Who did the National Anthem at Super Bowl 50?,Lady Gaga,0.7627,False,False,0.4214
squad,0.3,baseline,What is the Royal Castle the most interesting example of?,mannerist architecture,0.7951,False,False,-1.0
squad,0.3,hcpc_v1,What is the Royal Castle the most interesting example of?,mannerist architecture,0.4738,True,False,-1.0
squad,0.3,ccs_gate,What is the Royal Castle the most interesting example of?,mannerist architecture,0.7951,False,False,0.3902
squad,0.3,baseline,How old was Manning at the beginning of the 2015 season?,39,0.718,False,False,-1.0
squad,0.3,hcpc_v1,How old was Manning at the beginning of the 2015 season?,39,0.6156,False,False,-1.0
squad,0.3,ccs_gate,How old was Manning at the beginning of the 2015 season?,39,0.718,False,False,0.4792
squad,0.3,baseline,What team had the best start ever in the NFL?,Carolina Panthers,0.4759,True,False,-1.0
squad,0.3,hcpc_v1,What team had the best start ever in the NFL?,Carolina Panthers,0.4702,True,False,-1.0
squad,0.3,ccs_gate,What team had the best start ever in the NFL?,Carolina Panthers,0.4759,True,False,0.5667
squad,0.3,baseline,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,0.7248,False,False,-1.0
squad,0.3,hcpc_v1,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,0.6727,False,False,-1.0
squad,0.3,ccs_gate,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,0.7505,False,True,-0.096
squad,0.3,baseline,When did Hitler order the annihilation of the Warsaw Ghetto?,April 1943,0.4461,True,False,-1.0
squad,0.3,hcpc_v1,When did Hitler order the annihilation of the Warsaw Ghetto?,April 1943,0.4457,True,False,-1.0
squad,0.3,ccs_gate,When did Hitler order the annihilation of the Warsaw Ghetto?,April 1943,0.4461,True,False,0.5317
squad,0.3,baseline,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,0.5697,False,False,-1.0
squad,0.3,hcpc_v1,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,0.6107,False,False,-1.0
squad,0.3,ccs_gate,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,0.5843,False,False,0.5609
squad,0.3,baseline,Which linebacker led the Broncos in tackles?,Brandon Marshall,0.7904,False,False,-1.0
squad,0.3,hcpc_v1,Which linebacker led the Broncos in tackles?,Brandon Marshall,0.7738,False,False,-1.0
squad,0.3,ccs_gate,Which linebacker led the Broncos in tackles?,Brandon Marshall,0.7904,False,False,0.5641
squad,0.3,baseline,What venue did Super Bowl 50 take place in?,Levi's Stadium,0.6918,False,False,-1.0
squad,0.3,hcpc_v1,What venue did Super Bowl 50 take place in?,Levi's Stadium,0.5995,False,False,-1.0
squad,0.3,ccs_gate,What venue did Super Bowl 50 take place in?,Levi's Stadium,0.6918,False,False,0.6083
squad,0.3,baseline,What does the National Museum boast having from Adolf Hitler's private collection?,some paintings,0.7104,False,False,-1.0
squad,0.3,hcpc_v1,What does the National Museum boast having from Adolf Hitler's private collection?,some paintings,0.5178,False,False,-1.0
squad,0.3,ccs_gate,What does the National Museum boast having from Adolf Hitler's private collection?,some paintings,0.7104,False,False,0.5248
squad,0.3,baseline,What formation has an asymmetrical pattern of different terraces?,Vistula Valley,0.6952,False,False,-1.0
squad,0.3,hcpc_v1,What formation has an asymmetrical pattern of different terraces?,Vistula Valley,0.6952,False,False,-1.0
squad,0.3,ccs_gate,What formation has an asymmetrical pattern of different terraces?,Vistula Valley,0.6952,False,True,0.1264
squad,0.3,baseline,What team did Justin Tucker play for?,Baltimore Ravens,0.6466,False,False,-1.0
squad,0.3,hcpc_v1,What team did Justin Tucker play for?,Baltimore Ravens,0.4669,True,False,-1.0
squad,0.3,ccs_gate,What team did Justin Tucker play for?,Baltimore Ravens,0.6466,False,False,0.3144
squad,0.3,baseline,What player won the MVP in Super Bowl V?,Chuck Howley,0.4551,True,False,-1.0
squad,0.3,hcpc_v1,What player won the MVP in Super Bowl V?,Chuck Howley,0.6177,False,False,-1.0
squad,0.3,ccs_gate,What player won the MVP in Super Bowl V?,Chuck Howley,0.4551,True,False,0.4785
squad,0.3,baseline,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,1.0,False,False,-1.0
squad,0.3,hcpc_v1,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,0.6522,False,False,-1.0
squad,0.3,ccs_gate,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,1.0,False,False,0.4328
squad,0.3,baseline,How many companies were part of the Quickbooks contest?,ten,0.6634,False,False,-1.0
squad,0.3,hcpc_v1,How many companies were part of the Quickbooks contest?,ten,0.6892,False,False,-1.0
squad,0.3,ccs_gate,How many companies were part of the Quickbooks contest?,ten,0.6892,False,True,0.2982
squad,0.3,baseline,What religion were the Normans,Catholic,0.4584,True,False,-1.0
squad,0.3,hcpc_v1,What religion were the Normans,Catholic,0.7566,False,False,-1.0
squad,0.3,ccs_gate,What religion were the Normans,Catholic,0.4584,True,False,0.527
squad,0.3,baseline,Who was Margaret's husband?,King Malcolm III of Scotland,0.3883,True,False,-1.0
squad,0.3,hcpc_v1,Who was Margaret's husband?,King Malcolm III of Scotland,0.6443,False,False,-1.0
squad,0.3,ccs_gate,Who was Margaret's husband?,King Malcolm III of Scotland,0.6443,False,True,0.2847
squad,0.3,baseline,What part of France were the Normans located?,north,0.9769,False,False,-1.0
squad,0.3,hcpc_v1,What part of France were the Normans located?,north,0.9873,False,False,-1.0
squad,0.3,ccs_gate,What part of France were the Normans located?,north,0.9769,False,False,0.53
squad,0.3,baseline,How many yards was the pass on the first drive?,18,0.8811,False,False,-1.0
