model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
mistral,squad,1024,5,cot,Which NFL team represented the AFC at Super Bowl 50?, The Denver Broncos represented the AFC at Super Bowl 50.,Denver Broncos,0.7354,False,faithful,6.27
mistral,squad,1024,5,cot,Which NFL team represented the NFC at Super Bowl 50?, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,Carolina Panthers,0.8891,False,faithful,2.93
mistral,squad,1024,5,cot,Where did Super Bowl 50 take place?," The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California",0.9459,False,faithful,4.4
mistral,squad,1024,5,cot,Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,5.31
mistral,squad,1024,5,cot,What color was used to emphasize the 50th anniversary of the Super Bowl?, Gold,gold,1.0,False,faithful,3.76
mistral,squad,1024,5,cot,What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for the game. So, one could infer that the theme might have been related to the golden anniversary or celebrating the 50th Super Bowl.","""golden anniversary""",0.6968,False,faithful,6.64
mistral,squad,1024,5,cot,What day was the game played on?," The game was played on February 1, 2016.","February 7, 2016",0.884,False,faithful,7.7
mistral,squad,1024,5,cot,What is the AFC short for?," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times in the context.",American Football Conference,0.5977,False,faithful,7.28
mistral,squad,1024,5,cot,What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for the game. So, one could infer that the theme might have been related to the golden anniversary or celebrating the 50th Super Bowl.","""golden anniversary""",0.6968,False,faithful,9.86
mistral,squad,1024,5,cot,What does AFC stand for?, American Football Conference,American Football Conference,0.4889,True,hallucinated,5.69
mistral,squad,1024,5,cot,What day was the Super Bowl played on?," The Super Bowl was played on February 7, 2016.","February 7, 2016",0.8567,False,faithful,6.32
mistral,squad,1024,5,cot,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,6.96
mistral,squad,1024,5,cot,What venue did Super Bowl 50 take place in?," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Levi's Stadium,0.6918,False,faithful,7.98
mistral,squad,1024,5,cot,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, California, which is part of the San Francisco Bay Area.",Santa Clara,0.9444,False,faithful,8.72
mistral,squad,1024,5,cot,"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,Super Bowl L,0.5328,False,faithful,10.23
mistral,squad,1024,5,cot,Super Bowl 50 decided the NFL champion for what season?, The National Football League (NFL) champion for the 2015 season was decided in Super Bowl 50.,2015,0.6932,False,faithful,8.38
mistral,squad,1024,5,cot,What year did the Denver Broncos secure a Super Bowl title for the third time?," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that the event happened in Super Bowl 50, which was held in 2016.",2015,0.796,False,faithful,6.97
mistral,squad,1024,5,cot,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area, California.",Santa Clara,0.9666,False,faithful,8.39
mistral,squad,1024,5,cot,What stadium did Super Bowl 50 take place in?," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",Levi's Stadium,0.6918,False,faithful,1.39
mistral,squad,1024,5,cot,What was the final score of Super Bowl 50? , The final score of Super Bowl 50 was 24–10.,24–10,0.7851,False,faithful,4.53
mistral,squad,1024,5,cot,"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 7, 2016.","February 7, 2016",0.945,False,faithful,3.92
mistral,squad,1024,5,cot,What year was Super Bowl 50?, The Super Bowl 50 was played in the year 2016.,2015,0.7056,False,faithful,3.46
mistral,squad,1024,5,cot,What team was the AFC champion?, The Denver Broncos were the AFC champion.,Denver Broncos,0.6101,False,faithful,5.92
mistral,squad,1024,5,cot,What team was the NFC champion?, The NFC champion was the Carolina Panthers.,Carolina Panthers,0.806,False,faithful,6.42
mistral,squad,1024,5,cot,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,6.52
mistral,squad,1024,5,cot,Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,2015,0.6757,False,faithful,4.41
mistral,squad,1024,5,cot,Which team won Super Bowl 50., The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,1.93
mistral,squad,1024,5,cot,Where was Super Bowl 50 held?," The Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California.",0.9393,False,faithful,4.79
mistral,squad,1024,5,cot,The name of the NFL championship game is?, Super Bowl 50,Super Bowl,0.6293,False,faithful,3.65
mistral,squad,1024,5,cot,What 2015 NFL team one the AFC playoff?, The Broncos,Denver Broncos,0.7276,False,faithful,5.87
mistral,squad,1024,5,cot,Which Carolina Panthers player was named Most Valuable Player?, I cannot find this information in the provided context. The context does not mention any MVP award for the Carolina Panthers or any individual player.,Cam Newton,0.7602,False,faithful,11.14
mistral,squad,1024,5,cot,How many appearances have the Denver Broncos made in the Super Bowl?, The Denver Broncos have made four appearances in the Super Bowl.,8,0.6296,False,faithful,6.92
mistral,squad,1024,5,cot,What year was the Carolina Panthers franchise founded?, I cannot find this information in the provided context. The context does not mention the year the Carolina Panthers franchise was founded.,1995,0.6861,False,faithful,7.66
mistral,squad,1024,5,cot,What team did the Panthers defeat?, The Panthers defeated the Seattle Seahawks and the Arizona Cardinals in the provided context.,Arizona Cardinals,0.9838,False,faithful,9.59
mistral,squad,1024,5,cot,Who did the Broncos prevent from going to the Super Bowl?," The provided context does not specify which team the Broncos prevented from going to the Super Bowl. However, it is implied that they defeated both the Pittsburgh Steelers and the New England Patriots in the playoffs, so either of those teams would have been prevented from going to the Super Bowl if not for the Broncos' victories.",New England Patriots,0.6335,False,faithful,11.0
