model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
llama3,squad,256,3,strict,Which NFL team represented the AFC at Super Bowl 50?,I cannot find this information in the provided context.,Denver Broncos,0.5531,False,faithful,4.82
llama3,squad,256,3,strict,Which NFL team represented the NFC at Super Bowl 50?,I cannot find this information in the provided context.,Carolina Panthers,0.5531,False,faithful,0.88
llama3,squad,256,3,strict,Where did Super Bowl 50 take place?,"According to the provided context, Super Bowl 50 took place in the San Francisco Bay Area.","Santa Clara, California",0.8414,False,faithful,1.55
llama3,squad,256,3,strict,Which NFL team won Super Bowl 50?,"According to the provided context, it does not specify which NFL team won Super Bowl 50. Therefore, I cannot find this information in the provided context.",Denver Broncos,0.5996,False,faithful,1.94
llama3,squad,256,3,strict,What color was used to emphasize the 50th anniversary of the Super Bowl?,"Gold-themed initiatives were used to emphasize the ""golden anniversary"" of the 50th Super Bowl.",gold,0.814,False,faithful,1.88
llama3,squad,256,3,strict,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,faithful,0.86
llama3,squad,256,3,strict,What day was the game played on?,"The game was played on February 7, 2016.","February 7, 2016",0.8967,False,faithful,1.54
llama3,squad,256,3,strict,What is the AFC short for?,The AFC is short for American Football Conference.,American Football Conference,0.9301,False,faithful,1.11
llama3,squad,256,3,strict,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,faithful,0.86
llama3,squad,256,3,strict,What does AFC stand for?,The American Football Conference.,American Football Conference,0.5951,False,faithful,0.92
llama3,squad,256,3,strict,What day was the Super Bowl played on?,I cannot find this information in the provided context.,"February 7, 2016",0.5531,False,faithful,1.41
llama3,squad,256,3,strict,Who won Super Bowl 50?,"The answer is not explicitly stated in the provided context. However, since it's mentioned that it was the 50th Super Bowl, I can infer that the winner of Super Bowl 50 is implied to be one of the teams represented by the MVPs introduced during the pregame ceremony.",Denver Broncos,0.6348,False,faithful,3.17
llama3,squad,256,3,strict,What venue did Super Bowl 50 take place in?,I cannot find this information in the provided context.,Levi's Stadium,0.5531,False,faithful,1.41
llama3,squad,256,3,strict,What city did Super Bowl 50 take place in?,"The answer is not explicitly stated in the provided context. However, we can infer that it was held in the San Francisco Bay Area, but the specific city is not mentioned. Therefore, my answer would be:

I cannot find this information in the provided context.",Santa Clara,0.562,False,faithful,3.17
llama3,squad,256,3,strict,"If Roman numerals were used, what would Super Bowl 50 have been called?",I cannot find this information in the provided context.,Super Bowl L,0.5531,False,faithful,1.48
llama3,squad,256,3,strict,Super Bowl 50 decided the NFL champion for what season?,The answer is: the 2015 season.,2015,0.7723,False,faithful,1.18
llama3,squad,256,3,strict,What year did the Denver Broncos secure a Super Bowl title for the third time?,"According to the provided context, I can answer that the Denver Broncos secured a Super Bowl title for the third time in the year when they defeated the Carolina Panthers 24–10. However, the specific year is not mentioned in the given context.

So, my answer would be: ""I cannot find this information in the provided context.""",2015,0.6601,False,faithful,3.95
llama3,squad,256,3,strict,What city did Super Bowl 50 take place in?,"The answer is not explicitly stated in the provided context. However, we can infer that it was held in the San Francisco Bay Area, but the specific city is not mentioned. Therefore, my answer would be:

I cannot find this information in the provided context.",Santa Clara,0.562,False,faithful,3.14
llama3,squad,256,3,strict,What stadium did Super Bowl 50 take place in?,"I cannot find this information in the provided context. The context only mentions Stanford Stadium as the location of Super Bowl XIX, but does not mention anything about Super Bowl 50.",Levi's Stadium,0.602,False,faithful,2.61
