question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
What colour cat is a Russian Blue?,Grey, A Russian Blue is a slate-gray/blue colored cat.,baseline,0.5887,False,0.7237,False,-1.0,triviaqa,mistral
What colour cat is a Russian Blue?,Grey, A Russian Blue is a slate-gray/blue colored cat.,hcpc_v1,0.5887,False,0.7237,False,-1.0,triviaqa,mistral
What colour cat is a Russian Blue?,Grey, A Russian Blue is a slate-gray/blue colored cat.,hcpc_v2,0.5887,False,0.7237,False,0.782,triviaqa,mistral
"Vijay Singh, a US Masters champion, comes from where?",Fiji," Vijay Singh comes from Lautoka, Fiji.",baseline,0.826,False,0.5758,False,-1.0,triviaqa,mistral
"Vijay Singh, a US Masters champion, comes from where?",Fiji," I cannot find this information in the provided context that Vijay Singh is a US Masters champion. However, he is Fijian by birth.",hcpc_v1,0.7249,False,0.5377,False,-1.0,triviaqa,mistral
"Vijay Singh, a US Masters champion, comes from where?",Fiji," Vijay Singh comes from Lautoka, Fiji.",hcpc_v2,0.826,False,0.5758,True,0.475,triviaqa,mistral
What is the name of the backing band for noted bluesman Stevie Ray Vaughan?,Double Trouble," I cannot find this information in the provided context. The context only mentions bands that Stevie Ray Vaughan was a part of, but not any backing bands he had.",baseline,0.4144,True,0.6369,False,-1.0,triviaqa,mistral
What is the name of the backing band for noted bluesman Stevie Ray Vaughan?,Double Trouble," I cannot find this information in the provided context. The context only mentions that Stevie Ray Vaughan left his first band, but it does not specify the name of the backing band he joined afterwards.",hcpc_v1,0.6535,False,0.6261,False,-1.0,triviaqa,mistral
What is the name of the backing band for noted bluesman Stevie Ray Vaughan?,Double Trouble, I cannot find this information in the provided context. The context does not mention any backing band for Stevie Ray Vaughan.,hcpc_v2,0.7323,False,0.6268,True,0.5988,triviaqa,mistral
Who was the first Olympic heavyweight boxing gold medallist to become world professional heavyweight boxing champion?,(Joe) FRAZIER, I cannot find this information in the provided context. The context does not provide any details about who the first Olympic heavyweight boxing gold medallist to become a world professional heavyweight boxing champion was.,baseline,0.6695,False,0.4429,False,-1.0,triviaqa,mistral
Who was the first Olympic heavyweight boxing gold medallist to become world professional heavyweight boxing champion?,(Joe) FRAZIER, I cannot find this information in the provided context. The context does not provide details about any specific Olympic or professional boxing champions.,hcpc_v1,0.7198,False,0.4642,False,-1.0,triviaqa,mistral
Who was the first Olympic heavyweight boxing gold medallist to become world professional heavyweight boxing champion?,(Joe) FRAZIER, I cannot find this information in the provided context. The context does not provide any details about specific Olympic or professional boxing champions.,hcpc_v2,0.74,False,0.4504,True,0.5069,triviaqa,mistral
Which British city is served by Eastleigh airport?,Southampton," I cannot find this information in the provided context. The context only mentions an ""Eastleigh"" in Nairobi, Kenya, and another ""Eastleigh"" that was previously known as RAF Southampton in England, but it does not specify that the Kenyan Eastleigh airport serves a British city.",baseline,0.5176,False,0.5334,False,-1.0,triviaqa,mistral
Which British city is served by Eastleigh airport?,Southampton," Based on the provided context, it's not explicitly stated which British city Eastleigh airport serves. However, since ""RAF Eastleigh"" was used for an airfield in England that became RAF Southampton, it can be inferred that Eastleigh airport might be located near Southampton. But without further information, this is just an assumption.",hcpc_v1,0.5634,False,0.5337,False,-1.0,triviaqa,mistral
Which British city is served by Eastleigh airport?,Southampton," I cannot find this information in the provided context. The context only mentions an Eastleigh Airport located in Nairobi, Kenya, and another Eastleigh airfield in England that became RAF Southampton. However, it does not specify that the Kenyan airport serves a British city.",hcpc_v2,0.6219,False,0.5327,True,0.0698,triviaqa,mistral
The plant Atropa Belladonna is better known as what?,Deadly Nightshade, The plant Atropa Belladonna is better known as belladonna or deadly nightshade.,baseline,0.6658,False,0.7906,False,-1.0,triviaqa,mistral
The plant Atropa Belladonna is better known as what?,Deadly Nightshade, The plant Atropa Belladonna is better known as belladonna.,hcpc_v1,0.7904,False,0.7949,False,-1.0,triviaqa,mistral
The plant Atropa Belladonna is better known as what?,Deadly Nightshade, The plant Atropa Belladonna is better known as belladonna or deadly nightshade.,hcpc_v2,0.6658,False,0.7906,False,0.678,triviaqa,mistral
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown," Touchstone is a court fool or jester in Shakespeare's As You Like It, who is part of Duke Frederick's court.",baseline,0.4967,True,0.4644,False,-1.0,triviaqa,mistral
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown," The provided context does not specify the nature or type of character that ""Touchstone"" is in Shakespeare's ""As You Like It."" However, it is mentioned that Touchstone was suggested by the tale and appears in the play.",hcpc_v1,0.4792,True,0.4577,False,-1.0,triviaqa,mistral
"""What kind of character is """"Touchstone"""", who appears in Shakespeare's """"As You Like It""""?""",Clown," ""Touchstone"" is a court fool or jester in Shakespeare's As You Like It, who resides in Duke Frederick's court.",hcpc_v2,0.6008,False,0.4648,True,0.372,triviaqa,mistral
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam, Vietnam,baseline,1.0,False,0.668,False,-1.0,triviaqa,mistral
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam, Vietnam,hcpc_v1,1.0,False,0.7209,False,-1.0,triviaqa,mistral
Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam, Vietnam,hcpc_v2,1.0,False,0.668,True,0.642,triviaqa,mistral
"Opened in 1637, in which city was the first public opera house?",Venice, The first public opera house was opened in Venice.,baseline,0.6484,False,0.665,False,-1.0,triviaqa,mistral
"Opened in 1637, in which city was the first public opera house?",Venice, Venice,hcpc_v1,1.0,False,0.6804,False,-1.0,triviaqa,mistral
"Opened in 1637, in which city was the first public opera house?",Venice, The first public opera house was opened in Venice.,hcpc_v2,0.6484,False,0.6637,True,0.5436,triviaqa,mistral
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function," ""Form follows function""",baseline,0.988,False,0.5877,False,-1.0,triviaqa,mistral
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function, form follows function,hcpc_v1,0.9908,False,0.6187,False,-1.0,triviaqa,mistral
"According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",Function," According to the context provided, Louis Henry Sullivan is attributed to saying ""Form follows function"". However, he also credited the origin of this concept to Marcus Vitruvius Pollio, a Roman architect.",hcpc_v2,0.69,False,0.5774,True,0.3173,triviaqa,mistral
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE," The national anthem of France, known as ""La Marseillaise"", was originally called the 'War Song for the Rhine Army'.",baseline,0.6204,False,0.5545,False,-1.0,triviaqa,mistral
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE," The national anthem of France, specifically ""Chant de guerre pour l'Armée du Rhin"" (War Song for the Rhine Army), was originally titled as such.",hcpc_v1,0.796,False,0.6571,False,-1.0,triviaqa,mistral
Which national anthem was originally called the 'War Song for the Rhine Army'?,MARSELLAISE," The national anthem of France, known as ""La Marseillaise"", was originally called the 'War Song for the Rhine Army'.",hcpc_v2,0.6204,False,0.5545,True,0.5713,triviaqa,mistral
Gingivitis affects which part of the body,Gums," The provided context does not specify the exact location of the body where gingivitis occurs. However, it is clear that gingivitis specifically affects the gum tissue.",baseline,0.8368,False,0.6728,False,-1.0,triviaqa,mistral
Gingivitis affects which part of the body,Gums," The provided context does not specify the exact location or part of the body that is affected by gingivitis. However, it is implied that gingivitis affects the oral cavity, as it is a disease related to the gums (gingiva).",hcpc_v1,0.7646,False,0.7179,False,-1.0,triviaqa,mistral
Gingivitis affects which part of the body,Gums," The provided context discusses gingivitis specifically in relation to the gum tissue of the mouth. So, according to the context, gingivitis affects the gums (gingiva) of the body.",hcpc_v2,0.9006,False,0.6728,False,0.6757,triviaqa,mistral
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR, I cannot find this information in the provided context. The context does not specify which cactus fruit is widely eaten.,baseline,0.6588,False,0.5519,False,-1.0,triviaqa,mistral
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR, I cannot find this information in the provided context. The context does not specify which cactus fruit is widely eaten.,hcpc_v1,0.6588,False,0.5379,False,-1.0,triviaqa,mistral
Which is the only cactus fruit that is widely eaten?,PRICKLY PEAR, I cannot find this information in the provided context. The context does not specify which cactus fruit is widely eaten.,hcpc_v2,0.6588,False,0.5521,True,0.7448,triviaqa,mistral
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II, I cannot find this information in the provided context. The context does not mention any sequels that have won the Academy Award for Best Picture.,baseline,0.6822,False,0.6271,False,-1.0,triviaqa,mistral
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II, I cannot find this information in the provided context. The context does not mention any sequels or their awards.,hcpc_v1,0.6425,False,0.6394,False,-1.0,triviaqa,mistral
What is the only sequel to win an Academy Award for Best Picture?,The Godfather Part II, I cannot find this information in the provided context. The context does not mention any sequels that have won the Academy Award for Best Picture.,hcpc_v2,0.6822,False,0.627,True,0.5294,triviaqa,mistral
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller, The context does not provide information about what name Sir Topham Hatt is better known by in children's TV.,baseline,0.5395,False,0.612,False,-1.0,triviaqa,mistral
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller, I cannot find this information in the provided context. The context does not mention any association of Sir Topham Hatt with children's TV.,hcpc_v1,0.5107,False,0.6916,False,-1.0,triviaqa,mistral
In children's TV by what name is Sir Topham Hatt better known,The Fat Controller, The context does not provide information about what name Sir Topham Hatt is better known by in children's TV.,hcpc_v2,0.5395,False,0.612,False,0.4634,triviaqa,mistral
What was the previous name of the city of Maputo?,LOURENCO MARQUES, Lourenço Marques,baseline,0.4051,True,0.6449,False,-1.0,triviaqa,mistral
What was the previous name of the city of Maputo?,LOURENCO MARQUES, Lourenço Marques,hcpc_v1,0.4051,True,0.7199,False,-1.0,triviaqa,mistral
What was the previous name of the city of Maputo?,LOURENCO MARQUES, Lourenço Marques,hcpc_v2,0.4051,True,0.6449,False,0.6706,triviaqa,mistral
In which English city will you find the Ashmolean museum?,OXFORD, Oxford,baseline,1.0,False,0.6838,False,-1.0,triviaqa,mistral
In which English city will you find the Ashmolean museum?,OXFORD, Oxford,hcpc_v1,1.0,False,0.6768,False,-1.0,triviaqa,mistral
In which English city will you find the Ashmolean museum?,OXFORD, Oxford,hcpc_v2,1.0,False,0.6838,True,0.5834,triviaqa,mistral
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH, Scarborough,baseline,0.501,False,0.4417,False,-1.0,triviaqa,mistral
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH," I cannot find this information in the provided context. The context only mentions that the Stephen Joseph Theatre is located in Scarborough, North Yorkshire, England, but it does not specify the town.",hcpc_v1,0.6744,False,0.5291,False,-1.0,triviaqa,mistral
Which English town is home to the Stephen Joseph Theatre?,SCARBOROUGH," Scarborough, North Yorkshire, England",hcpc_v2,0.6626,False,0.4442,True,0.4569,triviaqa,mistral
Author J.R.R. Tolkien was born in which country?,South Africa, South Africa,baseline,0.5632,False,0.5891,False,-1.0,triviaqa,mistral
Author J.R.R. Tolkien was born in which country?,South Africa, South Africa,hcpc_v1,0.5632,False,0.6736,False,-1.0,triviaqa,mistral
Author J.R.R. Tolkien was born in which country?,South Africa," John R.R. Tolkien was born in Bloemfontein, which is in the Orange Free State (now Free State Province) of South Africa.",hcpc_v2,0.7137,False,0.5891,False,0.503,triviaqa,mistral
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC," I cannot find this information in the provided context as it does not pertain to the Disney tale of Snow White. The context only discusses the production and release of the film, but not the individual characters within it.",baseline,0.4997,True,0.3932,False,-1.0,triviaqa,mistral
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC," I cannot find this information in the provided context. The context does not mention any specific dwarfs from the tale of Snow White, their appearances, or their attributes like wearing spectacles.",hcpc_v1,0.6039,False,0.5254,False,-1.0,triviaqa,mistral
Who is the only dwarf in the Disney tale of Snow White who wears spectacles?,DOC," I cannot find this information in the provided context as it does not pertain to the Disney tale of Snow White. The context only discusses the production and release of the film, but not the characters within it.",hcpc_v2,0.4724,True,0.3932,True,-0.0391,triviaqa,mistral
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin," The play that President Lincoln was watching the night he was assassinated in 1865, according to the provided context, is not explicitly stated. However, it is known that Lincoln attended the play Our American Cousin at Ford's Theatre on that fateful night. But the context does mention an earlier encounter between Lincoln and Booth in a play called The Marble Heart at Ford's Theatre on November 9, 1863.",baseline,0.6373,False,0.6004,False,-1.0,triviaqa,mistral
What play was President Lincoln watching the night he was assassinated in 1865?,Our American Cousin," I cannot find this information in the provided context. The context only mentions that Lincoln was attending the play Our American Cousin at Ford's Theatre, not the specific play he was watching the night he was assassinated.",hcpc_v1,0.4799,True,0.6127,False,-1.0,triviaqa,mistral
