model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
mistral,squad,512,3,strict,Which NFL team represented the AFC at Super Bowl 50?, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,Denver Broncos,0.8579,False,faithful,2.51
mistral,squad,512,3,strict,Which NFL team represented the NFC at Super Bowl 50?," The context does not specify which NFL team represented the NFC at Super Bowl 50, but it states that the Carolina Panthers were the NFC champion and lost to the Denver Broncos.",Carolina Panthers,0.5175,False,faithful,2.19
mistral,squad,512,3,strict,Where did Super Bowl 50 take place?," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California","Santa Clara, California",0.6918,False,faithful,4.64
mistral,squad,512,3,strict,Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,3.11
mistral,squad,512,3,strict,What color was used to emphasize the 50th anniversary of the Super Bowl?, Gold,gold,1.0,False,faithful,2.89
mistral,squad,512,3,strict,What was the theme of Super Bowl 50?," The provided context does not specify the theme of Super Bowl 50 directly. However, it mentions that the league emphasized the ""golden anniversary"" for Super Bowl 50 with various gold-themed initiatives, so it can be inferred that the theme might have been related to gold or golden anniversaries.","""golden anniversary""",0.775,False,faithful,5.24
mistral,squad,512,3,strict,What day was the game played on?," The game was played on February 1, 2016.","February 7, 2016",0.884,False,faithful,4.02
mistral,squad,512,3,strict,What is the AFC short for?, I cannot find this information in the provided context. The context does not mention what AFC stands for.,American Football Conference,0.6632,False,faithful,3.06
mistral,squad,512,3,strict,What was the theme of Super Bowl 50?," The context does not provide information about the specific theme of Super Bowl 50 beyond mentioning that it emphasized the ""golden anniversary"". However, it is implied that the league intended to make the game spectacular and important.","""golden anniversary""",0.8775,False,faithful,4.75
mistral,squad,512,3,strict,What does AFC stand for?, I cannot find this information in the provided context. The context does not specify what AFC stands for.,American Football Conference,0.6762,False,faithful,3.93
mistral,squad,512,3,strict,What day was the Super Bowl played on?," The Super Bowl was played on February 7, 2016.","February 7, 2016",0.8567,False,faithful,3.93
mistral,squad,512,3,strict,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,2.69
mistral,squad,512,3,strict,What venue did Super Bowl 50 take place in?, Levi's Stadium,Levi's Stadium,0.5799,False,faithful,3.15
mistral,squad,512,3,strict,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, California.",Santa Clara,0.9575,False,faithful,3.41
mistral,squad,512,3,strict,"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,Super Bowl L,0.4909,True,hallucinated,2.75
mistral,squad,512,3,strict,Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,2015,0.6644,False,faithful,3.37
mistral,squad,512,3,strict,What year did the Denver Broncos secure a Super Bowl title for the third time?," I cannot find this information in the provided context. The context only mentions that the Broncos made their second Super Bowl appearance in three years, but it does not specify the year they secured a Super Bowl title for the third time.",2015,0.5408,False,faithful,5.58
mistral,squad,512,3,strict,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",Santa Clara,0.9421,False,faithful,4.61
mistral,squad,512,3,strict,What stadium did Super Bowl 50 take place in?, Levi's Stadium,Levi's Stadium,0.5799,False,faithful,3.47
mistral,squad,512,3,strict,What was the final score of Super Bowl 50? ," The final score of Super Bowl 50 was 24–10, with the Denver Broncos defeating the Carolina Panthers.",24–10,0.9142,False,faithful,4.08
mistral,squad,512,3,strict,"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 7, 2016.","February 7, 2016",0.945,False,faithful,3.17
mistral,squad,512,3,strict,What year was Super Bowl 50?, The Super Bowl 50 was played in the year 2016.,2015,0.7056,False,faithful,2.41
mistral,squad,512,3,strict,What team was the AFC champion?, Denver Broncos,Denver Broncos,0.5925,False,faithful,2.89
mistral,squad,512,3,strict,What team was the NFC champion?, The Panthers were the NFC champion.,Carolina Panthers,0.665,False,faithful,2.7
mistral,squad,512,3,strict,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,2.55
mistral,squad,512,3,strict,Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,2015,0.6757,False,faithful,2.79
mistral,squad,512,3,strict,Which team won Super Bowl 50., The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,2.26
mistral,squad,512,3,strict,Where was Super Bowl 50 held?," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.","Santa Clara, California.",0.9411,False,faithful,3.09
mistral,squad,512,3,strict,The name of the NFL championship game is?, Super Bowl 50,Super Bowl,0.6293,False,faithful,2.52
mistral,squad,512,3,strict,What 2015 NFL team one the AFC playoff?, The Denver Broncos won the AFC playoff in 2015.,Denver Broncos,0.8691,False,faithful,2.44
mistral,squad,512,3,strict,Which Carolina Panthers player was named Most Valuable Player?, I cannot find this information in the provided context. The context does not mention any MVP award for the Carolina Panthers.,Cam Newton,0.7306,False,faithful,4.09
mistral,squad,512,3,strict,How many appearances have the Denver Broncos made in the Super Bowl?," The Denver Broncos have made two appearances in the Super Bowl, as stated in the second paragraph of the context provided.",8,0.6324,False,faithful,3.47
mistral,squad,512,3,strict,What year was the Carolina Panthers franchise founded?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,1995,0.6925,False,faithful,4.3
mistral,squad,512,3,strict,What team did the Panthers defeat?," The provided context does not mention any specific team that the Panthers defeated. However, it is known that they beat the Seattle Seahawks and Arizona Cardinals during their playoff run.",Arizona Cardinals,0.8618,False,faithful,4.95
mistral,squad,512,3,strict,Who did the Broncos prevent from going to the Super Bowl?, The New England Patriots were prevented by the Broncos from going to the Super Bowl.,New England Patriots,0.5012,False,faithful,5.04
mistral,squad,512,3,strict,Who did the Panthers beat in the NFC Championship Game?, The Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9736,False,faithful,4.12
mistral,squad,512,3,strict,Who lost to the Broncos in the AFC Championship?, The New England Patriots lost to the Broncos in the AFC Championship.,New England Patriots,0.7878,False,faithful,3.96
mistral,squad,512,3,strict,Who were the defending Super Bowl champions?," I cannot find this information in the provided context. The context only mentions the teams that participated in Super Bowl 50 and their records, but it does not specify who the defending Super Bowl champions were.",New England Patriots,0.7152,False,faithful,4.78
mistral,squad,512,3,strict,How many teams have been in the Super Bowl eight times?," Four teams have been in the Super Bowl eight times, as mentioned in the first sentence of the provided context.",four,0.8392,False,faithful,2.95
mistral,squad,512,3,strict,Who was this season's NFL MVP?, Cam Newton,Cam Newton,1.0,False,faithful,3.71
mistral,squad,512,3,strict,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?," The win/loss ratio in 2015 for the Carolina Panthers during their regular season was 15-1, as stated in the provided context.",15–1,0.4311,True,hallucinated,4.34
mistral,squad,512,3,strict,Which Carolina Panthers team member was picked as the team's MVP in 2015? , I cannot find this information in the provided context. The context does not mention any award or recognition for a specific player being named the Carolina Panthers' MVP in 2015.,Cam Newton,0.7076,False,faithful,5.28
mistral,squad,512,3,strict,What were the win/loss game stats for the Denver Bronco's regular season in 2015?," The provided context does not mention the win/loss record of the Denver Broncos' regular season in 2015. However, it is stated that they finished the regular season with a 12–4 record.",12–4,0.7397,False,faithful,6.01
mistral,squad,512,3,strict,How many teams have played in the Super Bowl eight times?," Four teams have played in the Super Bowl eight times, as mentioned in the first sentence of the provided context.",4,0.8621,False,faithful,3.2
mistral,squad,512,3,strict,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?, The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,New England Patriots,0.5369,False,faithful,4.06
mistral,squad,512,3,strict,Who is the quarterback for the Panthers?, I cannot find this information in the provided context. The context does not mention who the quarterback for the Carolina Panthers is.,Cam Newton,0.6727,False,faithful,4.45
mistral,squad,512,3,strict,Who did Carolina beat in the NFC championship game?, Arizona Cardinals,Arizona Cardinals,0.6084,False,faithful,3.39
mistral,squad,512,3,strict,How many times have the Panthers been in the Super Bowl?," I cannot find this information in the provided context. The context only mentions that the Carolina Panthers joined four other teams as one of those to have made eight appearances in the Super Bowl, but it does not specify how many times the Panthers themselves have been in the Super Bowl.",2,0.7725,False,faithful,5.13
mistral,squad,512,3,strict,Who did Denver beat in the AFC championship?, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,New England Patriots,0.9658,False,faithful,4.42
mistral,squad,512,3,strict,Who was the Most Valuable Player for the 2015 NFL season?, Cam Newton,Cam Newton,1.0,False,faithful,3.4
mistral,squad,512,3,strict,Who did Denver beat in the 2015 AFC Championship game?," The provided context does not specify who the Denver Broncos beat in the 2015 AFC Championship game. However, from another piece of information given in the context, we know that they went on to play and win Super Bowl 50, so their AFC Championship Game opponent would have been the team that won the NFC Championship Game.",New England Patriots,0.6489,False,faithful,7.16
mistral,squad,512,3,strict,Who did the Carolina Panthers beat in the 2015 NFC Championship game?, The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game.,Arizona Cardinals,0.97,False,faithful,4.24
mistral,squad,512,3,strict,Who was the 2015 NFL MVP?, Cam Newton,Cam Newton,1.0,False,faithful,3.43
mistral,squad,512,3,strict,Who did the Panthers beat to become the NFC champs?, The Panthers beat the Arizona Cardinals to become the NFC champs.,Arizona Cardinals,0.9298,False,faithful,3.65
mistral,squad,512,3,strict,What year did the Carolina Panthers form?, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,1995.,0.679,False,faithful,3.92
mistral,squad,512,3,strict,Who was the Super Bowl 50 MVP?, Denver linebacker Von Miller,Von Miller,0.6219,False,faithful,3.76
mistral,squad,512,3,strict,How many fumbles did Von Miller force in Super Bowl 50?, Von Miller forced 2 fumbles in Super Bowl 50.,2,0.6629,False,faithful,3.4
mistral,squad,512,3,strict,Which team held the scoring lead throughout the entire game?," I cannot find this information in the provided context as it does not specify which team held the scoring lead throughout the entire game. The context only mentions that Denver had a 3–0 lead at one point and increased their lead to 13–7, but it does not indicate whether they maintained the lead for the rest of the game.",Broncos,0.605,False,faithful,6.62
mistral,squad,512,3,strict,Which Denver linebacker was named Super Bowl MVP?, Von Miller,linebacker Von Miller,1.0,False,faithful,3.03
mistral,squad,512,3,strict,How many solo tackles did Von Miller make at Super Bowl 50?," The provided context does not specify the number of solo tackles that Von Miller made at Super Bowl 50, only stating that he was named Super Bowl MVP and recorded five solo tackles.",five solo tackles,0.5228,False,faithful,4.59
mistral,squad,512,3,strict,Who was limited by Denver's defense?," The provided context does not specify who was limited by Denver's defense. However, it mentions that Carolina's defense managed to stop the Broncos' offense over a few plays, which could imply that the Panthers' offense might have been affected. But without more specific information, it is hard to definitively say who exactly was limited.",Newton was limited by Denver's defense,0.4384,True,hallucinated,7.78
mistral,squad,512,3,strict,How many times was Cam Newton sacked?," I cannot find this information in the provided context regarding how many times Cam Newton was sacked. The context only mentions one instance where he was sacked by DeMarcus Ware as time expired in the first half, but it does not specify the total number of times he was sacked during the game or the season.",seven,0.6169,False,faithful,6.58
mistral,squad,512,3,strict,Who won the Super Bowl MVP?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,faithful,4.01
mistral,squad,512,3,strict,How many turnovers did Cam Newton have?," I cannot find the number of turnovers Cam Newton had in the provided context. The context only mentions his touchdowns, yards thrown, and interceptions, but not the total number of turnovers (both interceptions and fumbles).",three,0.6878,False,faithful,5.4
mistral,squad,512,3,strict,How many fumbles did Von Miller force?, 2,two,1.0,False,faithful,3.48
mistral,squad,512,3,strict,Who was given the esteemed status of MVP for Super Bowl 50?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,faithful,3.45
mistral,squad,512,3,strict,What position does Von Miller play for the Denver Broncos?, Von Miller plays as a linebacker for the Denver Broncos.,linebacker,0.6797,False,faithful,3.53
mistral,squad,512,3,strict,What was the number of solo tackles that Von Miller had in Super Bowl 50?," The provided context does not specify the exact number of solo tackles that Von Miller had in Super Bowl 50, but it is stated that he recorded five solo tackles during the game.",5,0.4454,True,hallucinated,4.76
mistral,squad,512,3,strict,How many forced fumbles did Von Miller have during the Super Bowl 50 game?, Von Miller had 2 forced fumbles during the Super Bowl 50 game.,2,0.6196,False,faithful,4.31
mistral,squad,512,3,strict,Who won the MVP for the Super Bowl?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,faithful,3.76
mistral,squad,512,3,strict,How many tackles did Von Miller get during the game?, I cannot find this information in the provided context. The context does not mention the number of tackles Von Miller got during the game.,5,0.6066,False,faithful,4.31
mistral,squad,512,3,strict,How many times was Cam Newton sacked in Super Bowl 50?," I cannot find this information in the provided context regarding how many times Cam Newton was sacked in Super Bowl 50. However, it is mentioned that he was sacked at least seven times by Denver's defense during the game.",seven,0.614,False,faithful,5.08
mistral,squad,512,3,strict,How many times did the Denver defense force Newton into turnovers?, The Denver defense forced Newton into three turnovers. This includes one fumble recovery for a touchdown and one interception.,three,0.8254,False,faithful,4.25
mistral,squad,512,3,strict,Which Newton turnover resulted in seven points for Denver?," The Newton turnover that resulted in seven points for Denver was the interception by safety T. J. Ward, as it set up a field goal for the Broncos and also led to a touchdown later in the game (the fumble recovery for a touchdown was not attributed to this specific play).",a fumble,0.5748,False,faithful,6.35
mistral,squad,512,3,strict,Who was the Most Valuable Player of Super Bowl 50?, I cannot find this information in the provided context. The context does not mention who the MVP of Super Bowl 50 is.,Von Miller,0.7199,False,faithful,4.76
mistral,squad,512,3,strict,What position does Von Miller play?," I cannot find this information in the provided context. The context only mentions Thomas Davis, Anderson, Brandon McManus, and some broadcasters for the game, but it does not specify the position of Von Miller.",linebacker,0.5262,False,faithful,4.72
mistral,squad,512,3,strict,How many times was the Panthers' quarterback sacked?," I cannot find this information in the provided context. The context only mentions the sack of Newton by DeMarcus Ware, but it does not specify how many times the Panthers' quarterback was sacked in total.",seven,0.5591,False,faithful,5.14
mistral,squad,512,3,strict,How many times did the Broncos cause turnovers in the game?," The provided context does not specify the exact number of turnovers caused by the Broncos in the Super Bowl 50 game, but it mentions that Newton was forced into three turnovers, including a fumble which they recovered for a touchdown. However, it's important to note that this only refers to the Super Bowl and not the entire playoff run.",three,0.4315,True,hallucinated,7.6
mistral,squad,512,3,strict,What Denver player caused two fumbles for the Panthers?," Danny Trevathan is the Denver player who caused a fumble for the Panthers, as mentioned in the provided context. However, there's no information about any other Denver player causing a fumble for the Panthers in the given context.",Von Miller,0.692,False,faithful,5.84
mistral,squad,512,3,strict,How many tackles did Von Miller accomlish by himself in the game?, I cannot find this information in the provided context. The context does not mention how many tackles Von Miller accomplished by himself in the game.,five,0.5542,False,faithful,4.86
mistral,squad,512,3,strict,Which network broadcasted Super Bowl 50 in the U.S.?, CBS,CBS,1.0,False,faithful,3.24
mistral,squad,512,3,strict,What was the average cost for a 30 second commercial during Super Bowl 50?, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6206,False,faithful,2.4
mistral,squad,512,3,strict,Which group headlined the Super Bowl 50 halftime show?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,faithful,2.67
mistral,squad,512,3,strict,Which performers joined the headliner during the Super Bowl 50 halftime show?, Bruno Mars and Beyoncé joined the headliner Coldplay during the Super Bowl 50 halftime show.,Beyoncé and Bruno Mars,0.9025,False,faithful,4.05
mistral,squad,512,3,strict,At which Super Bowl did Beyonce headline the halftime show?, Super Bowl XLVII,Super Bowl XLVII,0.6197,False,faithful,2.94
mistral,squad,512,3,strict,Who was the broadcaster for Super Bowl 50 in the United States?, CBS broadcast Super Bowl 50 in the U.S.,CBS,0.7061,False,faithful,3.51
mistral,squad,512,3,strict,What was the average cost of a 30-second commercial?," The provided context states that CBS set the base rate for a 30-second advertisement at $5,000,000 during Super Bowl 50. Therefore, the average cost of a 30-second commercial was $5,000,000.",$5 million,0.7494,False,faithful,5.95
mistral,squad,512,3,strict,What halftime performer previously headlined Super Bowl XLVII?," Beyoncé, who is mentioned as having headlined the Super Bowl XLVII halftime show.",Beyoncé,0.8467,False,faithful,3.81
mistral,squad,512,3,strict,What halftime performer previously headlined Super Bowl XLVIII?," Bruno Mars, who headlined the Super Bowl XLVIII halftime show.",Bruno Mars,0.8951,False,faithful,1.18
mistral,squad,512,3,strict,Who was the main performer at this year's halftime show?," The main performer at the Super Bowl 50 halftime show was Coldplay, as stated in the provided context.",Coldplay,0.9624,False,faithful,3.71
mistral,squad,512,3,strict,Which network broadcasted the 50th Super Bowl game? , CBS,CBS,1.0,False,faithful,3.15
mistral,squad,512,3,strict,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?," The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5,000,000.",$5 million,0.6872,False,faithful,3.46
mistral,squad,512,3,strict,Who was the male singer who performed as a special guest during Super Bowl 50?, Bruno Mars,Bruno Mars,1.0,False,faithful,3.07
mistral,squad,512,3,strict,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?," The provided context does not specify the exact ranking of the Super Bowl 50 halftime show on the list of most-watched U.S. television broadcasts. However, it is mentioned that it was the third-most watched U.S. broadcast ever.",third,0.6282,False,faithful,5.74
mistral,squad,512,3,strict,What station aired the Super Bowl?, CBS,CBS,1.0,False,faithful,3.05
mistral,squad,512,3,strict,How much money did a 1/2 minute commercial cost?," Based on the provided context, it is stated that CBS set the base rate for a 30-second advertisement at $5,000,000. Therefore, a 1/2 minute (30 seconds) commercial would cost $5,000,000.",$5 million,0.6762,False,faithful,5.76
mistral,squad,512,3,strict,What band headlined half-time during Super Bowl 50?, Coldplay,Coldplay,1.0,False,faithful,2.77
mistral,squad,512,3,strict,What two artists came out with Coldplay during the half-time show?, Beyoncé and Bruno Mars,Beyoncé and Bruno Mars,0.7582,False,faithful,2.4
mistral,squad,512,3,strict,Who broadcast the Super Bowl on TV?, CBS,CBS,1.0,False,faithful,2.69
mistral,squad,512,3,strict,Who headlined the halftime show for Super Bowl 50?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,faithful,2.99
