model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
llama3,squad,512,3,cot,Which NFL team represented the AFC at Super Bowl 50?,The Denver Broncos represented the American Football Conference (AFC) at Super Bowl 50.,Denver Broncos,0.7368,False,faithful,2.13
llama3,squad,512,3,cot,Which NFL team represented the NFC at Super Bowl 50?,"According to the provided context, the National Football Conference (NFC) champion Carolina Panthers represented the NFC at Super Bowl 50.",Carolina Panthers,0.7434,False,faithful,1.45
llama3,squad,512,3,cot,Where did Super Bowl 50 take place?,"According to the provided context, Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California",0.986,False,faithful,4.09
llama3,squad,512,3,cot,Which NFL team won Super Bowl 50?,The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,faithful,2.55
llama3,squad,512,3,cot,What color was used to emphasize the 50th anniversary of the Super Bowl?,"Gold. The league emphasized the ""golden anniversary"" with various gold-themed initiatives.",gold,0.8495,False,faithful,4.22
llama3,squad,512,3,cot,What was the theme of Super Bowl 50?,"The theme of Super Bowl 50 was the ""golden anniversary"", with various gold-themed initiatives.","""golden anniversary""",0.8186,False,faithful,2.21
llama3,squad,512,3,cot,What day was the game played on?,I cannot find this information in the provided context.,"February 7, 2016",0.5531,False,faithful,3.01
llama3,squad,512,3,cot,What is the AFC short for?,"The answer to what the AFC stands for can be found in the provided context:

""...the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs.""

The answer is: American Football Conference",American Football Conference,0.6374,False,faithful,5.31
llama3,squad,512,3,cot,What was the theme of Super Bowl 50?,"The theme of Super Bowl 50 was the ""golden anniversary"", with various gold-themed initiatives.","""golden anniversary""",0.8186,False,faithful,2.87
llama3,squad,512,3,cot,What does AFC stand for?,"I can answer that! According to the provided context, AFC stands for American Football Conference.",American Football Conference,0.8038,False,faithful,2.19
