model,dataset,chunk_size,top_k,prompt_strategy,question,answer,ground_truth,faithfulness_score,is_hallucination,nli_label,latency_s
llama3,squad,256,3,cot,Which NFL team represented the AFC at Super Bowl 50?,I cannot find this information in the provided context.,Denver Broncos,0.5531,False,faithful,1.16
llama3,squad,256,3,cot,Which NFL team represented the NFC at Super Bowl 50?,I cannot find this information in the provided context.,Carolina Panthers,0.5531,False,faithful,0.74
llama3,squad,256,3,cot,Where did Super Bowl 50 take place?,"According to the provided context, it is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003. Therefore, I can conclude that Super Bowl 50 took place in the San Francisco Bay Area.","Santa Clara, California",0.7373,False,faithful,4.1
llama3,squad,256,3,cot,Which NFL team won Super Bowl 50?,"I can answer that! According to the provided context, I see ""Super Bowl 50"" mentioned three times. Therefore, my answer is:

The Denver Broncos won Super Bowl 50.",Denver Broncos,0.655,False,faithful,2.26
llama3,squad,256,3,cot,What color was used to emphasize the 50th anniversary of the Super Bowl?,Gold.,gold,1.0,False,faithful,1.5
llama3,squad,256,3,cot,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,faithful,0.9
llama3,squad,256,3,cot,What day was the game played on?,I cannot find this information in the provided context.,"February 7, 2016",0.5531,False,faithful,1.65
llama3,squad,256,3,cot,What is the AFC short for?,"I can find this information in the provided context!

The AFC stands for American Football Conference.",American Football Conference,0.812,False,faithful,1.59
llama3,squad,256,3,cot,What was the theme of Super Bowl 50?,I cannot find this information in the provided context.,"""golden anniversary""",0.5531,False,faithful,0.91
llama3,squad,256,3,cot,What does AFC stand for?,The answer is: American Football Conference,American Football Conference,0.754,False,faithful,1.43
llama3,squad,256,3,cot,What day was the Super Bowl played on?,I cannot find this information in the provided context.,"February 7, 2016",0.5531,False,faithful,1.66
llama3,squad,256,3,cot,Who won Super Bowl 50?,"According to the provided context, I can answer that question! Since it's mentioned ""as Super Bowl 50"", I can conclude that the winner of Super Bowl 50 is... (drumroll please)... the team that played in and won Super Bowl 50!",Denver Broncos,0.6779,False,faithful,2.88
llama3,squad,256,3,cot,What venue did Super Bowl 50 take place in?,I cannot find this information in the provided context.,Levi's Stadium,0.5531,False,faithful,1.91
llama3,squad,256,3,cot,What city did Super Bowl 50 take place in?,"I can answer that! According to the provided context, I see ""Super Bowl 50"" mentioned three times. Therefore, I can confidently say that Super Bowl 50 took place in... (drumroll please)... San Francisco!",Santa Clara,0.5386,False,faithful,2.56
llama3,squad,256,3,cot,"If Roman numerals were used, what would Super Bowl 50 have been called?","I can find this information in the provided context!

According to the context, if Roman numerals were used, Super Bowl 50 would be called Super Bowl L (since 50 is equivalent to the letter L).",Super Bowl L,0.5732,False,faithful,3.56
llama3,squad,256,3,cot,Super Bowl 50 decided the NFL champion for what season?,The answer is: the 2015 season.,2015,0.7723,False,faithful,1.36
llama3,squad,256,3,cot,What year did the Denver Broncos secure a Super Bowl title for the third time?,I cannot find this information in the provided context.,2015,0.5531,False,faithful,1.76
llama3,squad,256,3,cot,What city did Super Bowl 50 take place in?,"I can answer that! According to the provided context, Super Bowl 50 took place in [insert city here].",Santa Clara,0.7424,False,faithful,1.48
llama3,squad,256,3,cot,What stadium did Super Bowl 50 take place in?,I cannot find this information in the provided context.,Levi's Stadium,0.5531,False,faithful,1.73
llama3,squad,256,3,cot,What was the final score of Super Bowl 50? ,"I can answer that! According to the provided context, the final score of Super Bowl 50 is not explicitly stated. However, I can tell you that in reality, the Denver Broncos defeated the Carolina Panthers by a score of 24-10 in Super Bowl 50. But since this information is not present in the given context, my answer based on the provided text would be:

""I cannot find this information in the provided context.""",24–10,0.4675,True,hallucinated,4.58
llama3,squad,256,3,cot,"What month, day and year did Super Bowl 50 take place? ","I can answer that! Based on the provided context, I see that it's referring to Super Bowl 50. Since there is no additional information about the date, I'll rely solely on the context.

According to the context, Super Bowl 50 was mentioned three times without any specific dates or years. However, I can look up this information outside of the context. According to publicly available information, Super Bowl 50 took place on February 7, 2016.","February 7, 2016",0.5864,False,faithful,4.67
llama3,squad,256,3,cot,What year was Super Bowl 50?,"I can answer that! According to the provided context, Super Bowl 50 was... (drumroll please)... not specified in terms of year. The context only mentions ""as Super Bowl 50 as opposed to Super Bowl L"", but it doesn't provide the actual year. So, I cannot find this information in the provided context.",2015,0.5823,False,faithful,3.43
llama3,squad,256,3,cot,What team was the AFC champion?,The answer is: Denver Broncos,Denver Broncos,0.8254,False,faithful,1.51
