model,dataset,chunk_size,condition,question,answer,ground_truth,faithfulness_score,is_hallucination,latency_s
mistral,squad,512,reranked,Which NFL team represented the AFC at Super Bowl 50?, The American Football Conference (AFC) champion Denver Broncos,Denver Broncos,0.8487,False,2.02
mistral,squad,512,reranked,Which NFL team represented the NFC at Super Bowl 50?, The National Football Conference (NFC) champion represented by Carolina Panthers at Super Bowl 50.,Carolina Panthers,0.7465,False,1.16
mistral,squad,512,reranked,Where did Super Bowl 50 take place?," The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California",0.9459,False,1.94
mistral,squad,512,reranked,Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,1.21
mistral,squad,512,reranked,What color was used to emphasize the 50th anniversary of the Super Bowl?, Gold,gold,1.0,False,2.71
mistral,squad,512,reranked,What was the theme of Super Bowl 50?," The provided context does not specify the exact theme of Super Bowl 50, but it does mention that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, for a more specific theme, additional information would be needed.","""golden anniversary""",0.6363,False,3.33
mistral,squad,512,reranked,What day was the game played on?," The game was played on February 1, 2016.","February 7, 2016",0.884,False,3.77
mistral,squad,512,reranked,What is the AFC short for?, I cannot find this information in the provided context. The context does not specify what AFC stands for.,American Football Conference,0.6762,False,2.82
mistral,squad,512,reranked,What was the theme of Super Bowl 50?," The provided context does not specify the exact theme of Super Bowl 50, but it does mention that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, for a more specific theme related to the game itself, additional information would be needed.","""golden anniversary""",0.5989,False,5.24
mistral,squad,512,reranked,What does AFC stand for?," I cannot find this information in the provided context. The context only discusses football teams, Super Bowls, and defensive statistics, but it does not specify what AFC stands for.",American Football Conference,0.5473,False,4.74
mistral,squad,512,reranked,What day was the Super Bowl played on?," The Super Bowl was played on February 7, 2016.","February 7, 2016",0.8567,False,3.58
mistral,squad,512,reranked,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,3.2
mistral,squad,512,reranked,What venue did Super Bowl 50 take place in?, Levi's Stadium,Levi's Stadium,0.5799,False,2.95
mistral,squad,512,reranked,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, California (specifically at Levi's Stadium in the San Francisco Bay Area).",Santa Clara,0.9733,False,3.68
mistral,squad,512,reranked,"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,Super Bowl L,0.4909,True,2.68
mistral,squad,512,reranked,Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,2015,0.6644,False,3.42
mistral,squad,512,reranked,What year did the Denver Broncos secure a Super Bowl title for the third time?," I cannot find this information in the provided context. The context only mentions that the Broncos made their second Super Bowl appearance in three years, which was Super Bowl 50, but it does not specify when they secured a third title.",2015,0.5021,False,4.76
mistral,squad,512,reranked,What city did Super Bowl 50 take place in?," The Super Bowl 50 took place in Santa Clara, California (specifically at Levi's Stadium in the San Francisco Bay Area).",Santa Clara,0.9733,False,4.37
mistral,squad,512,reranked,What stadium did Super Bowl 50 take place in?, Levi's Stadium,Levi's Stadium,0.5799,False,2.46
mistral,squad,512,reranked,What was the final score of Super Bowl 50? , The final score of Super Bowl 50 was 24–10.,24–10,0.7851,False,2.36
mistral,squad,512,reranked,"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 7, 2016.","February 7, 2016",0.945,False,1.9
mistral,squad,512,reranked,What year was Super Bowl 50?, The year Super Bowl 50 was played was 2016.,2015,0.7565,False,1.92
mistral,squad,512,reranked,What team was the AFC champion?, The AFC champion was the Denver Broncos.,Denver Broncos,0.7995,False,3.07
mistral,squad,512,reranked,What team was the NFC champion?, The Panthers were the NFC champion.,Carolina Panthers,0.665,False,3.11
mistral,squad,512,reranked,Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,3.14
mistral,squad,512,reranked,Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,2015,0.6757,False,1.61
mistral,squad,512,reranked,Which team won Super Bowl 50., The Denver Broncos won Super Bowl 50.,Denver Broncos,0.9247,False,1.96
mistral,squad,512,reranked,Where was Super Bowl 50 held?," The Super Bowl 50 was held at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.","Santa Clara, California.",0.9393,False,2.39
mistral,squad,512,reranked,The name of the NFL championship game is?, Super Bowl 50,Super Bowl,0.6293,False,1.8
mistral,squad,512,reranked,What 2015 NFL team one the AFC playoff?, The Denver Broncos won the AFC playoffs in 2015.,Denver Broncos,0.9074,False,2.04
mistral,squad,512,reranked,Which Carolina Panthers player was named Most Valuable Player?, I cannot find this information in the provided context. The context does not mention any MVP award for the Carolina Panthers.,Cam Newton,0.7306,False,3.39
mistral,squad,512,reranked,How many appearances have the Denver Broncos made in the Super Bowl?, The Denver Broncos have made 2 appearances in the Super Bowl.,8,0.6157,False,2.62
mistral,squad,512,reranked,What year was the Carolina Panthers franchise founded?," I cannot find this information in the provided context. The context only discusses events from the 2015 season, but does not mention when the Carolina Panthers franchise was founded.",1995,0.5546,False,4.19
mistral,squad,512,reranked,What team did the Panthers defeat?, The Panthers defeated the Seattle Seahawks and the Arizona Cardinals.,Arizona Cardinals,0.8018,False,3.57
mistral,squad,512,reranked,Who did the Broncos prevent from going to the Super Bowl?," The provided context does not specify who the Broncos prevented from going to the Super Bowl. However, it is mentioned that they beat the New England Patriots in the AFC Championship Game, which suggests that the Patriots were one of the teams they defeated en route to the Super Bowl.",New England Patriots,0.7708,False,5.97
mistral,squad,512,reranked,Who did the Panthers beat in the NFC Championship Game?, The Panthers beat the Arizona Cardinals in the NFC Championship Game.,Arizona Cardinals,0.9736,False,3.89
mistral,squad,512,reranked,Who lost to the Broncos in the AFC Championship?, The New England Patriots lost to the Broncos in the AFC Championship.,New England Patriots,0.7878,False,4.01
mistral,squad,512,reranked,Who were the defending Super Bowl champions?, I cannot find this information in the provided context. The context does not mention who the defending Super Bowl champions were before Super Bowl 50.,New England Patriots,0.68,False,4.58
mistral,squad,512,reranked,How many teams have been in the Super Bowl eight times?, Four teams have been in the Super Bowl eight times.,four,0.6485,False,2.51
mistral,squad,512,reranked,Who was this season's NFL MVP?, Cam Newton,Cam Newton,1.0,False,3.32
mistral,squad,512,reranked,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,15–1,0.5198,False,3.82
mistral,squad,512,reranked,Which Carolina Panthers team member was picked as the team's MVP in 2015? ," I cannot find this information in the provided context. The context does not mention any award or recognition for a specific team member, such as an MVP.",Cam Newton,0.6333,False,6.41
mistral,squad,512,reranked,What were the win/loss game stats for the Denver Bronco's regular season in 2015?," The provided context does not specify the exact win/loss statistics for the Denver Broncos' regular season in 2015, but it does state that they finished with a 12–4 record.",12–4,0.5462,False,8.06
mistral,squad,512,reranked,How many teams have played in the Super Bowl eight times?, Four teams have played in the Super Bowl eight times.,4,0.6695,False,2.79
mistral,squad,512,reranked,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?, The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,New England Patriots,0.5369,False,7.18
mistral,squad,512,reranked,Who is the quarterback for the Panthers?, I cannot find this information in the provided context. The context does not mention the quarterback for the Panthers.,Cam Newton,0.6469,False,3.96
mistral,squad,512,reranked,Who did Carolina beat in the NFC championship game?, Arizona Cardinals,Arizona Cardinals,0.6084,False,3.02
mistral,squad,512,reranked,How many times have the Panthers been in the Super Bowl?," I cannot find this information in the provided context. The context only states that the Carolina Panthers became one of four teams to have made eight appearances in the Super Bowl, but it does not specify how many times the Panthers themselves have been in the Super Bowl.",2,0.7726,False,5.2
mistral,squad,512,reranked,Who did Denver beat in the AFC championship?, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,New England Patriots,0.9658,False,5.69
mistral,squad,512,reranked,Who was the Most Valuable Player for the 2015 NFL season?, Cam Newton,Cam Newton,1.0,False,4.57
mistral,squad,512,reranked,Who did Denver beat in the 2015 AFC Championship game?, The Denver Broncos beat the New England Patriots in the 2015 AFC Championship game.,New England Patriots,0.9593,False,4.71
mistral,squad,512,reranked,Who did the Carolina Panthers beat in the 2015 NFC Championship game?, The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship Game.,Arizona Cardinals,0.9738,False,4.37
mistral,squad,512,reranked,Who was the 2015 NFL MVP?, Cam Newton,Cam Newton,1.0,False,3.75
mistral,squad,512,reranked,Who did the Panthers beat to become the NFC champs?, The Panthers beat the Arizona Cardinals to become the NFC champs.,Arizona Cardinals,0.9298,False,3.73
mistral,squad,512,reranked,What year did the Carolina Panthers form?," I cannot find this information in the provided context. The context only discusses events related to the 2015 season of the Carolina Panthers, but it does not specify when the team was formed.",1995.,0.4836,True,4.86
mistral,squad,512,reranked,Who was the Super Bowl 50 MVP?, Von Miller,Von Miller,1.0,False,4.23
mistral,squad,512,reranked,How many fumbles did Von Miller force in Super Bowl 50?," Von Miller forced two fumbles in Super Bowl 50, as stated in the provided context. The question you asked is about the number of fumbles he forced, and that information was given in the text.",2,0.8346,False,5.15
mistral,squad,512,reranked,Which team held the scoring lead throughout the entire game?, Denver held the scoring lead throughout the entire game.,Broncos,0.7646,False,2.5
mistral,squad,512,reranked,Which Denver linebacker was named Super Bowl MVP?, Von Miller,linebacker Von Miller,1.0,False,2.83
mistral,squad,512,reranked,How many solo tackles did Von Miller make at Super Bowl 50?," The provided context does not specify the number of solo tackles Von Miller made at Super Bowl 50, only that he recorded five solo tackles during the game. However, in a later part of the context, it is mentioned that he had five solo tackles in Super Bowl 50 but this information was about his MVP performance and not specifically about the number of solo tackles he made during the game. So, based on the provided context, we cannot definitively say how many solo tackles Von Miller made at Super Bowl 50 beyond what is mentioned in his MVP performance.",five solo tackles,0.4706,True,8.5
mistral,squad,512,reranked,Who was limited by Denver's defense?," The provided context does not specify who was limited by Denver's defense. However, it mentions that Carolina's offense struggled during three plays near their own 14-yard line, which could imply some level of limitation, but this is not definitively stated for any specific player or group.",Newton was limited by Denver's defense,0.4584,True,6.71
mistral,squad,512,reranked,How many times was Cam Newton sacked?," I cannot find this information in the provided context. The context only mentions that Cam Newton was sacked once by DeMarcus Ware as time expired in the half, but it does not provide details about how many times he might have been sacked during the entire season or game.",seven,0.6066,False,5.52
mistral,squad,512,reranked,Who won the Super Bowl MVP?, Von Miller,Von Miller,1.0,False,3.26
mistral,squad,512,reranked,How many turnovers did Cam Newton have?," I cannot find this information in the provided context. The context only mentions the number of touchdowns and interceptions that Cam Newton had, but it does not mention any turnovers other than interceptions.",three,0.5347,False,4.86
mistral,squad,512,reranked,How many fumbles did Von Miller force?," Von Miller forced 1 fumble, as mentioned in the provided context.",two,0.9407,False,3.45
mistral,squad,512,reranked,Who was given the esteemed status of MVP for Super Bowl 50?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,3.73
mistral,squad,512,reranked,What position does Von Miller play for the Denver Broncos?, Von Miller plays as a linebacker for the Denver Broncos.,linebacker,0.6797,False,3.45
mistral,squad,512,reranked,What was the number of solo tackles that Von Miller had in Super Bowl 50?," The provided context does not specify the number of solo tackles that Von Miller had in Super Bowl 50, only stating that he recorded five solo tackles during the game. However, in a different context (the second paragraph), it is mentioned that Von Miller recorded five solo tackles in Super Bowl 50 and also 2½ sacks and two forced fumbles.",5,0.4932,True,7.29
mistral,squad,512,reranked,How many forced fumbles did Von Miller have during the Super Bowl 50 game?," Von Miller had two forced fumbles during Super Bowl 50, as stated in the provided context. The additional information about him forcing a fumble for a touchdown does not specify that it was one of his two forced fumbles mentioned earlier.",2,0.7367,False,4.2
mistral,squad,512,reranked,Who won the MVP for the Super Bowl?, Denver linebacker Von Miller was named Super Bowl MVP.,Von Miller,0.7368,False,3.83
mistral,squad,512,reranked,How many tackles did Von Miller get during the game?, The provided context does not mention the number of tackles that Von Miller got during the game.,5,0.488,True,3.89
mistral,squad,512,reranked,How many times was Cam Newton sacked in Super Bowl 50?, Cam Newton was sacked seven times in Super Bowl 50.,seven,0.7355,False,2.75
mistral,squad,512,reranked,How many times did the Denver defense force Newton into turnovers?, The Denver defense forced Newton into three turnovers.,three,0.7482,False,0.78
mistral,squad,512,reranked,Which Newton turnover resulted in seven points for Denver?," I cannot find information about another turnover by Newton in the provided context. The only mentioned turnover by Newton was a fumble that Denver recovered for a touchdown, but no details were given about when or how this happened.",a fumble,0.5454,False,4.25
mistral,squad,512,reranked,Who was the Most Valuable Player of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions the MVPs for Super Bowls I, II, V, XLI, and XII, but not Super Bowl 50.",Von Miller,0.7423,False,5.89
mistral,squad,512,reranked,What position does Von Miller play?," I cannot find this information in the provided context. The context only mentions Thomas Davis, Anderson, Brandon McManus, and their respective roles in a football game, but it does not specify the position of Von Miller.",linebacker,0.5417,False,4.62
mistral,squad,512,reranked,How many times was the Panthers' quarterback sacked?," I cannot find this information in the provided context. The context only discusses the number of sacks made by various players on the Panthers defense, but it does not provide any information about how many times their quarterback was sacked.",seven,0.5734,False,5.13
mistral,squad,512,reranked,How many times did the Broncos cause turnovers in the game?," The provided context mentions that Denver's defense forced Newton into three turnovers during Super Bowl 50. However, it does not specify how many of those turnovers were caused by interceptions or fumbles. Therefore, I cannot determine the exact number of fumble recoveries for a touchdown by the Broncos in this context.",three,0.7078,False,6.57
mistral,squad,512,reranked,What Denver player caused two fumbles for the Panthers?," I cannot find this information in the provided context. The context only mentions one fumble by Mike Tolbert, which was recovered by Danny Trevathan from the Broncos, and an interception by Kony Ealy of a tipped pass from Manning. It does not mention any Denver player causing two fumbles for the Panthers.",Von Miller,0.6183,False,7.21
mistral,squad,512,reranked,How many tackles did Von Miller accomlish by himself in the game?, The provided context does not mention the number of tackles that Von Miller accomplished by himself in the game.,five,0.5118,False,4.22
mistral,squad,512,reranked,Which network broadcasted Super Bowl 50 in the U.S.?, CBS,CBS,1.0,False,2.7
mistral,squad,512,reranked,What was the average cost for a 30 second commercial during Super Bowl 50?, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,$5 million,0.6206,False,2.26
mistral,squad,512,reranked,Which group headlined the Super Bowl 50 halftime show?, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,Coldplay,0.9676,False,1.62
